Mitocheck_Phenotypic_Class	frame_details
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X0731___Y0774
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0378___Y0382
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0348___Y0388
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00051___X0403___Y0561
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00051___X0425___Y0586
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X0756___Y0409
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X0112___Y0241
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X0154___Y0655
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X0777___Y0416
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X0183___Y0649
Anaphase	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X0129___Y0217
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00006___X1039___Y0259
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00006___X1014___Y0247
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00013___X0432___Y0306
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0510___Y0475
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0566___Y0129
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0583___Y0814
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0536___Y0142
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0684___Y0669
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0529___Y0458
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0590___Y0784
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00071___X0714___Y0677
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00072___X0824___Y0322
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00072___X0800___Y0301
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00073___X1065___Y0493
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00073___X0489___Y0505
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00073___X0461___Y0489
Anaphase	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00073___X1046___Y0463
Anaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00000___X1067___Y0604
Anaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00000___X1043___Y0609
Anaphase	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00043___X0795___Y0167
Anaphase	PLLT0089_01--ex2005_08_31--sp2005_08_18--tt17--c4___P00175_01___T00043___X0778___Y0133
Anaphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X1008___Y0077
Anaphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X1032___Y0095
Anaphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0937___Y0084
Anaphase	PLLT0098_13--ex2005_09_07--sp2005_08_09--tt17--c4___P00021_01___T00076___X0909___Y0099
Anaphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0478___Y0199
Anaphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00036___X0483___Y0229
Anaphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X1091___Y0446
Anaphase	PLLT0100_03--ex2005_12_16--sp2005_08_11--tt17--c3___P00093_01___T00055___X1112___Y0458
Anaphase	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00029___X0952___Y0937
Anaphase	PLLT0138_03--ex2005_10_19--sp2005_10_04--tt17--c4___P00127_01___T00029___X0952___Y0915
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00048___X0294___Y0337
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00048___X0705___Y0846
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00048___X0281___Y0305
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00048___X0701___Y0882
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00049___X0229___Y0781
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00049___X0248___Y0783
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00049___X0288___Y0756
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00049___X0311___Y0771
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00050___X0249___Y0739
Anaphase	PLLT0153_01--ex2005_11_16--sp2005_10_24--tt17--c5___P00336_01___T00050___X0239___Y0722
Anaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X1052___Y0601
Anaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X1082___Y0606
Anaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0988___Y0854
Anaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X1007___Y0624
Anaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X1017___Y0649
Anaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0703___Y0019
Anaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0675___Y0025
MetaphaseAlignment	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0493___Y0549
MetaphaseAlignment	PLLT0013_38--ex2005_05_06--sp2005_04_11--tt163--c3___P00042_01___T00074___X0708___Y0731
MetaphaseAlignment	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00022___X0623___Y0268
MetaphaseAlignment	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00027___X0822___Y0175
MetaphaseAlignment	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00027___X0912___Y0133
MetaphaseAlignment	PLLT0013_42--ex2005_05_25--sp2005_04_11--tt18--c3___P00107_01___T00038___X0160___Y0626
MetaphaseAlignment	PLLT0017_19--ex2005_07_06--sp2005_04_12--tt19--c5___P00365_01___T00064___X0992___Y0423
MetaphaseAlignment	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00006___X0457___Y0630
MetaphaseAlignment	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00049___X0701___Y0481
MetaphaseAlignment	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00050___X0695___Y0483
MetaphaseAlignment	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00063___X0308___Y0599
MetaphaseAlignment	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00063___X0501___Y0581
MetaphaseAlignment	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0154___Y0496
MetaphaseAlignment	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0156___Y0337
MetaphaseAlignment	PLLT0023_04--ex2005_09_09--sp2005_04_19--tt17--c4___P00005_01___T00086___X0365___Y0968
MetaphaseAlignment	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00199_01___T00012___X0713___Y0461
MetaphaseAlignment	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00199_01___T00012___X0161___Y0505
MetaphaseAlignment	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00199_01___T00012___X0843___Y0229
MetaphaseAlignment	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00199_01___T00012___X0798___Y0357
MetaphaseAlignment	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00199_01___T00012___X0949___Y0780
MetaphaseAlignment	PLLT0026_22--ex2005_06_01--sp2005_04_26--tt17--c5___P00199_01___T00012___X1154___Y0305
MetaphaseAlignment	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00030_01___T00073___X0235___Y0243
MetaphaseAlignment	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00030_01___T00073___X0821___Y0494
MetaphaseAlignment	PLLT0027_44--ex2005_06_03--sp2005_04_27--tt17--c5___P00030_01___T00085___X0890___Y0182
MetaphaseAlignment	PLLT0038_08--ex2005_06_15--sp2005_05_10--tt17--c5___P00250_01___T00079___X0488___Y0567
MetaphaseAlignment	PLLT0038_27--ex2005_06_17--sp2005_05_10--tt17--c4___P00250_01___T00007___X1038___Y0364
MetaphaseAlignment	PLLT0042_10--ex2005_06_24--sp2005_05_18--tt19--c3___P00144_01___T00049___X0728___Y0864
MetaphaseAlignment	PLLT0042_10--ex2005_06_24--sp2005_05_18--tt19--c3___P00144_01___T00049___X0253___Y0957
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00035___X0296___Y0316
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00036___X0296___Y0301
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0275___Y0255
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0496___Y0599
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00044___X0279___Y0256
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00044___X0509___Y0599
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00046___X0256___Y0035
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00051___X0248___Y0375
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00051___X0920___Y0300
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00054___X0804___Y0738
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00054___X0069___Y0105
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00055___X0253___Y0915
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00055___X0310___Y0854
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00056___X0310___Y0851
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00063___X0062___Y0667
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00064___X1007___Y0504
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00073___X0812___Y0191
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X0576___Y0543
MetaphaseAlignment	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00083___X1077___Y0073
MetaphaseAlignment	PLLT0044_36--ex2005_07_06--sp2005_05_19--tt19--c3___P00249_01___T00060___X0797___Y0428
MetaphaseAlignment	PLLT0044_36--ex2005_07_06--sp2005_05_19--tt19--c3___P00249_01___T00060___X1160___Y0050
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00067___X0212___Y0898
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00067___X0380___Y0056
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00067___X0623___Y0633
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00067___X0266___Y0776
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00074___X0230___Y0610
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00074___X0280___Y0561
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00074___X0953___Y0740
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00074___X0215___Y0898
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00074___X0679___Y0978
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00074___X0280___Y0908
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0752___Y0815
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0559___Y0374
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0479___Y0375
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0340___Y0790
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0431___Y0642
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0690___Y0622
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0479___Y0436
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0573___Y0452
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00088___X0575___Y0448
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00088___X0512___Y0571
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00088___X0601___Y0999
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00088___X0439___Y0514
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00088___X0466___Y0888
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00088___X0275___Y0912
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0836___Y0856
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0508___Y0572
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0873___Y0711
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0768___Y0285
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0420___Y0638
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0379___Y0817
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0391___Y0724
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0564___Y0380
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0365___Y0384
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0748___Y0445
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0622___Y0633
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0691___Y0625
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0494___Y0785
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0356___Y0860
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0477___Y0377
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0743___Y0503
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0670___Y0747
MetaphaseAlignment	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00093___X0440___Y0512
MetaphaseAlignment	PLLT0048_13--ex2005_06_24--sp2005_05_23--tt19--c3___P00069_01___T00014___X1200___Y0541
MetaphaseAlignment	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00000___X0454___Y0950
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00000___X0934___Y0734
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00000___X0572___Y0058
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00000___X0938___Y0520
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00000___X1222___Y0910
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X0435___Y0829
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X0289___Y0571
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X0437___Y0888
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X0262___Y0546
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1089___Y0594
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0382___Y0269
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0935___Y0121
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0753___Y0344
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0837___Y0193
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1058___Y0560
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0292___Y0572
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0426___Y0831
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0272___Y0537
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0866___Y0457
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0232___Y0507
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0935___Y0122
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1057___Y0562
MetaphaseAlignment	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0655___Y0487
MetaphaseAlignment	PLLT0067_02--ex2006_06_30--sp2005_06_28--tt18--c3___P00099_01___T00018___X0430___Y0027
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00059___X1264___Y0586
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00059___X0343___Y0223
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00059___X0601___Y0591
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00059___X1038___Y0190
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00071___X0457___Y0409
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00071___X0254___Y0153
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00071___X1308___Y0624
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00071___X0520___Y0348
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00083___X0383___Y0949
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00083___X0780___Y0377
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00083___X0873___Y0306
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00083___X0805___Y0319
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00083___X1030___Y0056
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00083___X1010___Y0088
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00091___X1261___Y0447
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00091___X0753___Y0616
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00091___X1028___Y0370
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00091___X0249___Y0658
MetaphaseAlignment	PLLT0090_33--ex2005_09_30--sp2005_08_22--tt17--c4___P00383_01___T00091___X0775___Y0641
MetaphaseAlignment	PLLT0093_17--ex2005_08_17--sp2005_08_02--tt17--c5___P00114_01___T00044___X0153___Y0652
MetaphaseAlignment	PLLT0093_17--ex2005_08_17--sp2005_08_02--tt17--c5___P00114_01___T00045___X0152___Y0649
MetaphaseAlignment	PLLT0093_17--ex2005_08_17--sp2005_08_02--tt17--c5___P00114_01___T00071___X0929___Y0313
MetaphaseAlignment	PLLT0093_17--ex2005_08_17--sp2005_08_02--tt17--c5___P00114_01___T00078___X0350___Y0113
MetaphaseAlignment	PLLT0093_17--ex2005_08_17--sp2005_08_02--tt17--c5___P00114_01___T00082___X1022___Y0469
MetaphaseAlignment	PLLT0093_17--ex2005_08_17--sp2005_08_02--tt17--c5___P00114_01___T00086___X1080___Y0619
MetaphaseAlignment	PLLT0093_17--ex2005_08_17--sp2005_08_02--tt17--c5___P00114_01___T00087___X0966___Y0497
MetaphaseAlignment	PLLT0096_33--ex2005_08_12--sp2005_08_05--tt17--c4___P00255_01___T00037___X0928___Y0450
MetaphaseAlignment	PLLT0096_33--ex2005_08_12--sp2005_08_05--tt17--c4___P00255_01___T00048___X0445___Y0276
MetaphaseAlignment	PLLT0096_33--ex2005_08_12--sp2005_08_05--tt17--c4___P00255_01___T00051___X0388___Y0735
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0825___Y0503
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0716___Y0686
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00073___X0789___Y0590
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00073___X1068___Y0821
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00073___X0721___Y0687
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00073___X0789___Y0648
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00073___X0828___Y0499
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00073___X1058___Y0952
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00078___X0811___Y0557
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00078___X0791___Y0643
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00078___X0825___Y0500
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00078___X1144___Y0821
MetaphaseAlignment	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00078___X0792___Y0591
